"","Time","Region","Ratio","Upper","Lower"
"228",1952.5,"Canada / USA",1.0180182825286,1.2734621319978,0.813813930954222
"327",1955.5,"Canada / USA",1.01781042849347,1.21831203690059,0.850306027498109
"420",1958.5,"Canada / USA",1.01827032976642,1.17878793013325,0.87961068991045
"518",1961.5,"Canada / USA",1.01925862685104,1.15315841612292,0.900906704477916
"618",1964.5,"Canada / USA",1.02063640340223,1.13893228174843,0.914627396767325
"717",1967.5,"Canada / USA",1.02226455738641,1.13251479506876,0.922747172786376
"816",1969.5,"Canada / USA",1.02342012589087,1.13061696264929,0.926386909695932
"98",1970.5,"Canada / USA",1.02404804027302,1.12987681158444,0.928131614026521
"108",1971.5,"Canada / USA",1.02474790584498,1.12908751353285,0.930050379574163
"1112",1972.5,"Canada / USA",1.02549333175648,1.12833739058054,0.932023153939734
"1210",1973.5,"Canada / USA",1.02625785911317,1.12770697150483,0.933935162240007
"138",1974.5,"Canada / USA",1.0270149526237,1.12723378859119,0.935706260394213
"148",1975.5,"Canada / USA",1.02773799909348,1.12689511001686,0.937305864043428
"158",1976.5,"Canada / USA",1.02882250743246,1.12663974845455,0.939497965744217
"168",1977.5,"Canada / USA",1.03047246816749,1.12691221929436,0.942285911422735
"178",1978.5,"Canada / USA",1.03237316106857,1.12818175970853,0.94470091766956
"188",1979.5,"Canada / USA",1.03420796238694,1.13030003362302,0.946285125760938
"198",1980.5,"Canada / USA",1.03565806191464,1.13237196377812,0.94720432465508
"208",1981.5,"Canada / USA",1.03714031198103,1.13421952088397,0.94837022898158
"2112",1982.5,"Canada / USA",1.03903327161022,1.13715718074921,0.949376355168204
"229",1983.5,"Canada / USA",1.04095772411584,1.14158194433109,0.949202979932691
"237",1984.5,"Canada / USA",1.04253179776222,1.14665106026914,0.947866868138784
"247",1985.5,"Canada / USA",1.04337155191555,1.15034761105135,0.946343683325195
"257",1986.5,"Canada / USA",1.04280095690692,1.15098773629631,0.944783164436811
"267",1987.5,"Canada / USA",1.0407894605663,1.14994356674897,0.941996400995882
"277",1988.5,"Canada / USA",1.03792212557648,1.14902894443539,0.937558922234602
"287",1989.5,"Canada / USA",1.03478102956132,1.1490806143711,0.931850877778512
"297",1990.5,"Canada / USA",1.03194211069393,1.14976868398045,0.926190228226417
"307",1991.5,"Canada / USA",1.02997524126653,1.15000144172589,0.922476232751455
"3112",1994,"Canada / USA",1.02597649392147,1.14562385883051,0.918824933651394
"328",1994.5,"Canada / USA",1.02507066913911,1.14416849461223,0.918369874434807
"337",1996.5,"Canada / USA",1.02136131717439,1.13749672029814,0.917083031190444
"346",1999.5,"Canada / USA",1.01640994743763,1.12684980961927,0.916794032737341
"355",2001,"Canada / USA",1.01466806538638,1.12160601826314,0.917925961657413
"365",2001.5,"Canada / USA",1.01424797972669,1.11991348433859,0.918552172793255
"375",2002.5,"Canada / USA",1.01369523688496,1.11677086545627,0.920133274486366
"385",2003.5,"Canada / USA",1.01338900080129,1.11447512984854,0.921471677061657
"394",2004.5,"Canada / USA",1.01317902789067,1.11365424719726,0.921768803145998
"404",2005.5,"Canada / USA",1.01309178588003,1.11479490194684,0.920667079500633
"4110",2006.5,"Canada / USA",1.01315377222581,1.11840385039618,0.91780850522981
"424",2007.5,"Canada / USA",1.01339154970354,1.12496304600382,0.912885482468597
"433",2008.5,"Canada / USA",1.01381027263992,1.13487212239945,0.905662628082833
"443",2009.5,"Canada / USA",1.01438927952849,1.14837505593847,0.896036190529611
"453",2010.5,"Canada / USA",1.01511651925983,1.16554080513411,0.884105938749719
"463",2011,"Canada / USA",1.01553197008147,1.17548026129916,0.877347937019156
"473",2011.5,"Canada / USA",1.01597997413321,1.18630468783956,0.870109777378987
"483",2013.5,"Canada / USA",1.01806752465344,1.23809412401446,0.837142721745028
"130",1986.5,"Latin South America",1.26741335097117,2.12652044473903,0.755382628083358
"230",1987.5,"Latin South America",1.23956902037424,1.89406855074358,0.811233234229216
"329",1988.5,"Latin South America",1.21380991758868,1.71697659326986,0.858098195288017
"425",1989.5,"Latin South America",1.18988996706604,1.58776339773575,0.89171858712922
"519",1990.5,"Latin South America",1.16758282504585,1.4994542564061,0.909163882471142
"619",1991.5,"Latin South America",1.1466631639348,1.44336311197164,0.910953314948516
"718",1992.5,"Latin South America",1.12710130987605,1.40994772098764,0.900996075112945
"817",1993.5,"Latin South America",1.10897396826944,1.39076176986615,0.884280319567333
"99",1994.5,"Latin South America",1.09235405931587,1.37926681800087,0.865124409092481
"109",1995.5,"Latin South America",1.0773992457744,1.36587420239661,0.849850691050818
"1113",1996.5,"Latin South America",1.06428552044461,1.34947819704673,0.839364186473646
"1211",1997.5,"Latin South America",1.05311221663895,1.33779300496769,0.829011167434673
"139",1998.5,"Latin South America",1.04398178989469,1.33233848833586,0.818033845883294
"149",1999.5,"Latin South America",1.03700233861278,1.32682868083464,0.81048432689284
"159",2000.5,"Latin South America",1.0315857798128,1.31084917825472,0.811816674843418
"169",2001.5,"Latin South America",1.02710555249788,1.30177434555255,0.810390694497978
"179",2002.5,"Latin South America",1.02361887036764,1.30195493359629,0.804786375269126
"189",2003.5,"Latin South America",1.02291741999616,1.29315618890092,0.809152101743355
"199",2004.5,"Latin South America",1.02517592682879,1.28481420659308,0.818005961917374
"209",2005.5,"Latin South America",1.02803376028607,1.28194990103793,0.824410853678636
"2113",2006.5,"Latin South America",1.02911314507446,1.27672838502331,0.829521672572287
"2210",2007.5,"Latin South America",1.02925778324161,1.26761541489989,0.835720023527087
